score,time,samples,subject,session,channels,n_sessions,dataset,pipeline
0.86306125,0.14453177,144.0,1,0train,22,2,BNCI2014-001,LogVariance+LDA
0.85755104,0.1445549,144.0,1,1test,22,2,BNCI2014-001,LogVariance+LDA
0.57666665,0.14269824,144.0,2,0train,22,2,BNCI2014-001,LogVariance+LDA
0.6072109,0.14415503,144.0,2,1test,22,2,BNCI2014-001,LogVariance+LDA
0.9654422,0.14200501,144.0,3,0train,22,2,BNCI2014-001,LogVariance+LDA
0.9405442,0.14453158,144.0,3,1test,22,2,BNCI2014-001,LogVariance+LDA
0.7822449,0.13477167,144.0,4,0train,22,2,BNCI2014-001,LogVariance+LDA
0.7195238,0.14116463,144.0,4,1test,22,2,BNCI2014-001,LogVariance+LDA
0.43054423,0.14446135,144.0,5,0train,22,2,BNCI2014-001,LogVariance+LDA
0.5870068,0.13887362,144.0,5,1test,22,2,BNCI2014-001,LogVariance+LDA
0.7472789,0.14419356,144.0,6,0train,22,2,BNCI2014-001,LogVariance+LDA
0.6221769,0.14347458,144.0,6,1test,22,2,BNCI2014-001,LogVariance+LDA
0.7014966,0.14833426,144.0,7,0train,22,2,BNCI2014-001,LogVariance+LDA
0.7902721,0.14521694,144.0,7,1test,22,2,BNCI2014-001,LogVariance+LDA
0.9790476,0.13908029,144.0,8,0train,22,2,BNCI2014-001,LogVariance+LDA
0.954966,0.14437723,144.0,8,1test,22,2,BNCI2014-001,LogVariance+LDA
0.7352381,0.1381671,144.0,9,0train,22,2,BNCI2014-001,LogVariance+LDA
0.96734697,0.1406835,144.0,9,1test,22,2,BNCI2014-001,LogVariance+LDA
0.9265306,0.2641398,144.0,1,0train,22,2,BNCI2014-001,CSP+SVM
0.9265306,0.25659782,144.0,1,0train,22,2,BNCI2014-001,CSP+SVM
0.9265306,0.25550908,144.0,1,0train,22,2,BNCI2014-001,CSP+SVM
0.96265304,0.25711432,144.0,1,1test,22,2,BNCI2014-001,CSP+SVM
0.96265304,0.25786155,144.0,1,1test,22,2,BNCI2014-001,CSP+SVM
0.96265304,0.25961295,144.0,1,1test,22,2,BNCI2014-001,CSP+SVM
0.68761903,0.25581145,144.0,2,0train,22,2,BNCI2014-001,CSP+SVM
0.68761903,0.24494019,144.0,2,0train,22,2,BNCI2014-001,CSP+SVM
0.68761903,0.24861436,144.0,2,0train,22,2,BNCI2014-001,CSP+SVM
0.6555102,0.24530801,144.0,2,1test,22,2,BNCI2014-001,CSP+SVM
0.6555102,0.25607967,144.0,2,1test,22,2,BNCI2014-001,CSP+SVM
0.6555102,0.25568208,144.0,2,1test,22,2,BNCI2014-001,CSP+SVM
0.98571426,0.25290042,144.0,3,0train,22,2,BNCI2014-001,CSP+SVM
0.98571426,0.25381932,144.0,3,0train,22,2,BNCI2014-001,CSP+SVM
0.98571426,0.2542398,144.0,3,0train,22,2,BNCI2014-001,CSP+SVM
0.9980952,0.25677776,144.0,3,1test,22,2,BNCI2014-001,CSP+SVM
0.9980952,0.2547297,144.0,3,1test,22,2,BNCI2014-001,CSP+SVM
0.9980952,0.25514394,144.0,3,1test,22,2,BNCI2014-001,CSP+SVM
0.8135374,0.25727567,144.0,4,0train,22,2,BNCI2014-001,CSP+SVM
0.8135374,0.25470328,144.0,4,0train,22,2,BNCI2014-001,CSP+SVM
0.8135374,0.25548345,144.0,4,0train,22,2,BNCI2014-001,CSP+SVM
0.8996599,0.24270621,144.0,4,1test,22,2,BNCI2014-001,CSP+SVM
0.8996599,0.24947958,144.0,4,1test,22,2,BNCI2014-001,CSP+SVM
0.8996599,0.24486232,144.0,4,1test,22,2,BNCI2014-001,CSP+SVM
0.5636054,0.25527698,144.0,5,0train,22,2,BNCI2014-001,CSP+SVM
0.5636054,0.2480238,144.0,5,0train,22,2,BNCI2014-001,CSP+SVM
0.5636054,0.2594343,144.0,5,0train,22,2,BNCI2014-001,CSP+SVM
0.70836735,0.24176493,144.0,5,1test,22,2,BNCI2014-001,CSP+SVM
0.70836735,0.2575745,144.0,5,1test,22,2,BNCI2014-001,CSP+SVM
0.70836735,0.25687346,144.0,5,1test,22,2,BNCI2014-001,CSP+SVM
0.8720408,0.25311416,144.0,6,0train,22,2,BNCI2014-001,CSP+SVM
0.8720408,0.25720572,144.0,6,0train,22,2,BNCI2014-001,CSP+SVM
0.8720408,0.25700265,144.0,6,0train,22,2,BNCI2014-001,CSP+SVM
0.85374147,0.2540486,144.0,6,1test,22,2,BNCI2014-001,CSP+SVM
0.85374147,0.25425452,144.0,6,1test,22,2,BNCI2014-001,CSP+SVM
0.85374147,0.25641608,144.0,6,1test,22,2,BNCI2014-001,CSP+SVM
0.87938774,0.24110556,144.0,7,0train,22,2,BNCI2014-001,CSP+SVM
0.87938774,0.2342958,144.0,7,0train,22,2,BNCI2014-001,CSP+SVM
0.87938774,0.23464346,144.0,7,0train,22,2,BNCI2014-001,CSP+SVM
0.9904762,0.23894711,144.0,7,1test,22,2,BNCI2014-001,CSP+SVM
0.9904762,0.24952212,144.0,7,1test,22,2,BNCI2014-001,CSP+SVM
0.9904762,0.2522141,144.0,7,1test,22,2,BNCI2014-001,CSP+SVM
0.99714285,0.2519284,144.0,8,0train,22,2,BNCI2014-001,CSP+SVM
0.99714285,0.23874779,144.0,8,0train,22,2,BNCI2014-001,CSP+SVM
0.99714285,0.25162977,144.0,8,0train,22,2,BNCI2014-001,CSP+SVM
0.99523807,0.2511735,144.0,8,1test,22,2,BNCI2014-001,CSP+SVM
0.99523807,0.25259694,144.0,8,1test,22,2,BNCI2014-001,CSP+SVM
0.99523807,0.25394803,144.0,8,1test,22,2,BNCI2014-001,CSP+SVM
0.82265306,0.24137235,144.0,9,0train,22,2,BNCI2014-001,CSP+SVM
0.82265306,0.2535295,144.0,9,0train,22,2,BNCI2014-001,CSP+SVM
0.82265306,0.24234886,144.0,9,0train,22,2,BNCI2014-001,CSP+SVM
0.9608163,0.24950485,144.0,9,1test,22,2,BNCI2014-001,CSP+SVM
0.9608163,0.25309053,144.0,9,1test,22,2,BNCI2014-001,CSP+SVM
0.9608163,0.24284115,144.0,9,1test,22,2,BNCI2014-001,CSP+SVM
0.96,0.2593113,144.0,1,0train,22,2,BNCI2014-001,TS+LR
0.96265304,0.25894076,144.0,1,1test,22,2,BNCI2014-001,TS+LR
0.7134014,0.25782523,144.0,2,0train,22,2,BNCI2014-001,TS+LR
0.70244896,0.24467644,144.0,2,1test,22,2,BNCI2014-001,TS+LR
0.9895238,0.25574946,144.0,3,0train,22,2,BNCI2014-001,TS+LR
0.9980952,0.25740832,144.0,3,1test,22,2,BNCI2014-001,TS+LR
0.8480272,0.25576895,144.0,4,0train,22,2,BNCI2014-001,TS+LR
0.8940136,0.2391222,144.0,4,1test,22,2,BNCI2014-001,TS+LR
0.6034694,0.257962,144.0,5,0train,22,2,BNCI2014-001,TS+LR
0.70809525,0.24672966,144.0,5,1test,22,2,BNCI2014-001,TS+LR
0.87163264,0.2552689,144.0,6,0train,22,2,BNCI2014-001,TS+LR
0.8316327,0.2550617,144.0,6,1test,22,2,BNCI2014-001,TS+LR
0.8527891,0.24448581,144.0,7,0train,22,2,BNCI2014-001,TS+LR
0.9817687,0.24522957,144.0,7,1test,22,2,BNCI2014-001,TS+LR
0.9961905,0.2535832,144.0,8,0train,22,2,BNCI2014-001,TS+LR
0.99714285,0.2523405,144.0,8,1test,22,2,BNCI2014-001,TS+LR
0.88646257,0.24230962,144.0,9,0train,22,2,BNCI2014-001,TS+LR
0.9731973,0.24091534,144.0,9,1test,22,2,BNCI2014-001,TS+LR
0.9410204,0.24830608,144.0,1,0train,22,2,BNCI2014-001,MDM
0.9410204,0.24520802,144.0,1,0train,22,2,BNCI2014-001,MDM
0.94238096,0.25156984,144.0,1,1test,22,2,BNCI2014-001,MDM
0.94238096,0.24926285,144.0,1,1test,22,2,BNCI2014-001,MDM
0.610068,0.24110822,144.0,2,0train,22,2,BNCI2014-001,MDM
0.610068,0.24245591,144.0,2,0train,22,2,BNCI2014-001,MDM
0.55707484,0.24696636,144.0,2,1test,22,2,BNCI2014-001,MDM
0.55707484,0.2473044,144.0,2,1test,22,2,BNCI2014-001,MDM
0.967415,0.24705839,144.0,3,0train,22,2,BNCI2014-001,MDM
0.967415,0.24526271,144.0,3,0train,22,2,BNCI2014-001,MDM
0.9885714,0.24792056,144.0,3,1test,22,2,BNCI2014-001,MDM
0.9885714,0.24685669,144.0,3,1test,22,2,BNCI2014-001,MDM
0.7578912,0.24444953,144.0,4,0train,22,2,BNCI2014-001,MDM
0.7578912,0.23008928,144.0,4,0train,22,2,BNCI2014-001,MDM
0.7948299,0.23749375,144.0,4,1test,22,2,BNCI2014-001,MDM
0.7948299,0.23375864,144.0,4,1test,22,2,BNCI2014-001,MDM
0.60176873,0.23531461,144.0,5,0train,22,2,BNCI2014-001,MDM
0.60176873,0.246948,144.0,5,0train,22,2,BNCI2014-001,MDM
0.58258504,0.24729653,144.0,5,1test,22,2,BNCI2014-001,MDM
0.58258504,0.23523173,144.0,5,1test,22,2,BNCI2014-001,MDM
0.7228571,0.23314705,144.0,6,0train,22,2,BNCI2014-001,MDM
0.7228571,0.2330943,144.0,6,0train,22,2,BNCI2014-001,MDM
0.6554422,0.23451452,144.0,6,1test,22,2,BNCI2014-001,MDM
0.6554422,0.23313236,144.0,6,1test,22,2,BNCI2014-001,MDM
0.74061227,0.24085441,144.0,7,0train,22,2,BNCI2014-001,MDM
0.74061227,0.23752213,144.0,7,0train,22,2,BNCI2014-001,MDM
0.92,0.24375287,144.0,7,1test,22,2,BNCI2014-001,MDM
0.92,0.24428359,144.0,7,1test,22,2,BNCI2014-001,MDM
0.9942857,0.24644455,144.0,8,0train,22,2,BNCI2014-001,MDM
0.9942857,0.24761096,144.0,8,0train,22,2,BNCI2014-001,MDM
0.99312925,0.23545852,144.0,8,1test,22,2,BNCI2014-001,MDM
0.99312925,0.23688999,144.0,8,1test,22,2,BNCI2014-001,MDM
0.802449,0.23863764,144.0,9,0train,22,2,BNCI2014-001,MDM
0.802449,0.240213,144.0,9,0train,22,2,BNCI2014-001,MDM
0.9439456,0.23556623,144.0,9,1test,22,2,BNCI2014-001,MDM
0.9439456,0.24983248,144.0,9,1test,22,2,BNCI2014-001,MDM
0.8919728,0.26133934,144.0,1,0train,22,2,BNCI2014-001,TRCSP+LDA
0.8919728,0.258483,144.0,1,0train,22,2,BNCI2014-001,TRCSP+LDA
0.8919728,0.2615655,144.0,1,0train,22,2,BNCI2014-001,TRCSP+LDA
0.8979592,0.26267356,144.0,1,1test,22,2,BNCI2014-001,TRCSP+LDA
0.8979592,0.26155967,144.0,1,1test,22,2,BNCI2014-001,TRCSP+LDA
0.8979592,0.26183087,144.0,1,1test,22,2,BNCI2014-001,TRCSP+LDA
