score,time,samples,subject,session,channels,n_sessions,dataset,pipeline
0.73,0.08250184,45.0,14,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.34,0.07894182,45.0,74,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.63,0.081284046,45.0,15,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.72,0.08473845,45.0,75,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.54,0.08160448,45.0,16,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.57,0.07987051,45.0,76,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.46,0.0833426,45.0,17,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.74,0.08305144,45.0,77,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.72,0.08202176,45.0,18,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.56,0.08253493,45.0,78,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.46,0.082398176,45.0,19,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.42,0.08230977,45.0,79,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.49,0.08584056,45.0,20,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.52,0.08226223,45.0,80,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.86,0.08167601,45.0,2,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.52,0.07914972,45.0,8,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.57,0.08006306,45.0,21,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.59,0.07941947,45.0,81,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.76,0.082091525,45.0,22,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.65,0.08048353,45.0,82,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.49,0.08369708,45.0,23,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.38,0.082903385,45.0,83,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.72,0.0808095,45.0,24,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.71,0.085558034,45.0,84,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.65,0.08126359,45.0,25,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.92,0.08255534,45.0,85,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.77,0.080923796,45.0,26,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.52,0.08211074,45.0,86,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.48,0.08450203,45.0,27,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.55,0.081882335,45.0,87,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.31,0.08379636,45.0,28,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.23444444,0.10563207,57.0,88,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.56,0.08013139,45.0,29,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.61,0.08171697,45.0,89,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.45,0.08046613,45.0,30,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.55,0.08107009,45.0,90,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.49,0.08241739,45.0,3,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.41,0.08106379,45.0,9,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.76,0.08137903,45.0,31,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.76,0.0830812,45.0,91,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.65,0.08327083,45.0,32,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.53444445,0.10156579,57.0,92,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.72,0.08602867,45.0,33,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.73,0.08364415,45.0,93,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.79,0.08219399,45.0,34,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.87,0.08315277,45.0,94,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.73,0.08208279,45.0,35,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.61,0.0861372,45.0,95,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.56,0.08355937,45.0,36,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.87,0.08455715,45.0,96,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.48,0.080911495,45.0,37,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.7,0.08568702,45.0,97,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.65,0.08618345,45.0,38,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.39,0.08376956,45.0,98,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.49,0.0861012,45.0,39,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.53,0.0832233,45.0,99,0,64,1,PhysionetMotorImagery,LogVariance+SVM
