score,time,samples,subject,session,channels,n_sessions,dataset,pipeline
0.65,0.088972285,45.0,14,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.22,0.089714386,45.0,74,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.6,0.09055147,45.0,15,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.59,0.08656025,45.0,75,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.43,0.08854995,45.0,16,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.73,0.08599429,45.0,76,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.44,0.08512535,45.0,17,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.42,0.08669672,45.0,77,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.67,0.08879967,45.0,18,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.57,0.08626504,45.0,78,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.45,0.09026513,45.0,19,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.4,0.08664117,45.0,79,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.49,0.08701811,45.0,20,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.55,0.09212093,45.0,80,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.82,0.08952518,45.0,2,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.54,0.08408575,45.0,8,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.69,0.08695106,45.0,21,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.45,0.085183665,45.0,81,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.89,0.0863843,45.0,22,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.58,0.08567443,45.0,82,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.33,0.08709969,45.0,23,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.42,0.08812685,45.0,83,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.6,0.08682909,45.0,24,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.59,0.0883863,45.0,84,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.73,0.08599453,45.0,25,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.9,0.09225483,45.0,85,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.7,0.09031324,45.0,26,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.69,0.08990049,45.0,86,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.45,0.09203897,45.0,27,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.44,0.089246795,45.0,87,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.45,0.09058275,45.0,28,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.4,0.110048674,57.0,88,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.58,0.08801465,45.0,29,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.6,0.090482,45.0,89,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.47,0.0875289,45.0,30,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.53,0.089453265,45.0,90,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.53,0.08987222,45.0,3,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.6,0.09024706,45.0,9,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.84,0.08888674,45.0,31,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.78,0.089531854,45.0,91,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.73,0.09096198,45.0,32,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.48444444,0.111347914,57.0,92,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.75,0.08873677,45.0,33,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.71,0.09168897,45.0,93,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.71,0.08677511,45.0,34,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.94,0.084992886,45.0,94,0,64,1,PhysionetMotorImagery,LogVariance+SVM
