samples,subject,channels,n_sessions,dataset,pipeline,score,time
45.0,43,64,1,PhysionetMotorImagery,TS+LR,0.82,0.34167445
45.0,43,64,1,PhysionetMotorImagery,TS+SVM,0.67,0.33736596
45.0,44,64,1,PhysionetMotorImagery,CSP+SVM,0.74,0.34049225
45.0,44,64,1,PhysionetMotorImagery,LogVariance+LDA,0.57666665,0.08775857
45.0,44,64,1,PhysionetMotorImagery,LogVariance+SVM,0.65000004,0.08567113
45.0,44,64,1,PhysionetMotorImagery,MDM,0.6133333,0.34411478
45.0,44,64,1,PhysionetMotorImagery,TRCSP+LDA,0.56666666,0.3460771
45.0,44,64,1,PhysionetMotorImagery,TS+LR,0.74666667,0.3430921
45.0,44,64,1,PhysionetMotorImagery,TS+SVM,0.58666664,0.33864138
45.0,45,64,1,PhysionetMotorImagery,CSP+SVM,0.6,0.34902143
45.0,45,64,1,PhysionetMotorImagery,LogVariance+LDA,0.42666665,0.0861204
45.0,45,64,1,PhysionetMotorImagery,LogVariance+SVM,0.38333333,0.083204694
45.0,45,64,1,PhysionetMotorImagery,MDM,0.39666668,0.34462035
45.0,45,64,1,PhysionetMotorImagery,TRCSP+LDA,0.48333332,0.35619178
45.0,45,64,1,PhysionetMotorImagery,TS+LR,0.58,0.35310236
45.0,45,64,1,PhysionetMotorImagery,TS+SVM,0.40333334,0.34827232
45.0,46,64,1,PhysionetMotorImagery,CSP+SVM,0.5,0.32891035
45.0,46,64,1,PhysionetMotorImagery,LogVariance+LDA,0.58666664,0.08778313
45.0,46,64,1,PhysionetMotorImagery,LogVariance+SVM,0.67,0.08622729
45.0,46,64,1,PhysionetMotorImagery,MDM,0.39,0.34735265
45.0,46,64,1,PhysionetMotorImagery,TRCSP+LDA,0.32,0.33752936
45.0,46,64,1,PhysionetMotorImagery,TS+LR,0.46333334,0.3307706
45.0,46,64,1,PhysionetMotorImagery,TS+SVM,0.35333332,0.32776704
45.0,47,64,1,PhysionetMotorImagery,CSP+SVM,0.56333333,0.327535
45.0,47,64,1,PhysionetMotorImagery,LogVariance+LDA,0.6666667,0.08586558
45.0,47,64,1,PhysionetMotorImagery,LogVariance+SVM,0.6933333,0.08516488
45.0,47,64,1,PhysionetMotorImagery,MDM,0.64,0.32265916
45.0,47,64,1,PhysionetMotorImagery,TRCSP+LDA,0.6,0.33363998
45.0,47,64,1,PhysionetMotorImagery,TS+LR,0.5733333,0.3283178
45.0,47,64,1,PhysionetMotorImagery,TS+SVM,0.63,0.32745925
45.0,48,64,1,PhysionetMotorImagery,CSP+SVM,0.8933333,0.46608856
45.0,48,64,1,PhysionetMotorImagery,LogVariance+LDA,0.6766667,0.08606651
45.0,48,64,1,PhysionetMotorImagery,LogVariance+SVM,0.7833333,0.08623737
45.0,48,64,1,PhysionetMotorImagery,MDM,0.62333333,0.47071218
45.0,48,64,1,PhysionetMotorImagery,TRCSP+LDA,0.7266667,0.4725151
45.0,48,64,1,PhysionetMotorImagery,TS+LR,0.8833334,0.46912035
45.0,48,64,1,PhysionetMotorImagery,TS+SVM,0.69,0.46558693
45.0,49,64,1,PhysionetMotorImagery,CSP+SVM,0.9366667,0.3548171
45.0,49,64,1,PhysionetMotorImagery,LogVariance+LDA,0.51666665,0.08535838
45.0,49,64,1,PhysionetMotorImagery,LogVariance+SVM,0.72333336,0.0835753
45.0,49,64,1,PhysionetMotorImagery,MDM,0.58666664,0.3454148
45.0,49,64,1,PhysionetMotorImagery,TRCSP+LDA,0.6066667,0.35624325
45.0,49,64,1,PhysionetMotorImagery,TS+LR,0.92333335,0.3589592
45.0,49,64,1,PhysionetMotorImagery,TS+SVM,0.71333337,0.35560548
45.0,5,64,1,PhysionetMotorImagery,CSP+SVM,0.37333333,0.33461067
45.0,5,64,1,PhysionetMotorImagery,LogVariance+LDA,0.6466667,0.08767345
45.0,5,64,1,PhysionetMotorImagery,LogVariance+SVM,0.81,0.08574867
45.0,5,64,1,PhysionetMotorImagery,MDM,0.35,0.32792404
45.0,5,64,1,PhysionetMotorImagery,TRCSP+LDA,0.44666666,0.3389372
45.0,5,64,1,PhysionetMotorImagery,TS+LR,0.37333333,0.33625174
45.0,5,64,1,PhysionetMotorImagery,TS+SVM,0.35333335,0.3339882
45.0,50,64,1,PhysionetMotorImagery,CSP+SVM,0.7066667,0.33484587
45.0,50,64,1,PhysionetMotorImagery,LogVariance+LDA,0.6033333,0.08687573
45.0,50,64,1,PhysionetMotorImagery,LogVariance+SVM,0.5933333,0.08679571
45.0,50,64,1,PhysionetMotorImagery,MDM,0.55333334,0.3254959
45.0,50,64,1,PhysionetMotorImagery,TRCSP+LDA,0.47666666,0.34040636
45.0,50,64,1,PhysionetMotorImagery,TS+LR,0.6566667,0.33117607
45.0,50,64,1,PhysionetMotorImagery,TS+SVM,0.57666665,0.33422852
45.0,51,64,1,PhysionetMotorImagery,CSP+SVM,0.79999995,0.33224487
45.0,51,64,1,PhysionetMotorImagery,LogVariance+LDA,0.78999996,0.08774855
45.0,51,64,1,PhysionetMotorImagery,LogVariance+SVM,0.78999996,0.08659023
45.0,51,64,1,PhysionetMotorImagery,MDM,0.66,0.3248773
45.0,51,64,1,PhysionetMotorImagery,TRCSP+LDA,0.55333334,0.33860978
45.0,51,64,1,PhysionetMotorImagery,TS+LR,0.8066667,0.3336587
45.0,51,64,1,PhysionetMotorImagery,TS+SVM,0.74333334,0.33152226
45.0,52,64,1,PhysionetMotorImagery,CSP+SVM,0.84,0.3266172
45.0,52,64,1,PhysionetMotorImagery,LogVariance+LDA,0.6066666,0.085718684
45.0,52,64,1,PhysionetMotorImagery,LogVariance+SVM,0.68333334,0.08648019
45.0,52,64,1,PhysionetMotorImagery,MDM,0.77666664,0.3197589
45.0,52,64,1,PhysionetMotorImagery,TRCSP+LDA,0.59,0.33661342
45.0,52,64,1,PhysionetMotorImagery,TS+LR,0.83,0.32673487
45.0,52,64,1,PhysionetMotorImagery,TS+SVM,0.7733333,0.32432437
45.0,53,64,1,PhysionetMotorImagery,CSP+SVM,0.94,0.32945403
45.0,53,64,1,PhysionetMotorImagery,LogVariance+LDA,0.8233333,0.08510542
45.0,53,64,1,PhysionetMotorImagery,LogVariance+SVM,0.81666666,0.08429798
45.0,53,64,1,PhysionetMotorImagery,MDM,0.81,0.32600638
45.0,53,64,1,PhysionetMotorImagery,TRCSP+LDA,0.71666664,0.3365103
45.0,53,64,1,PhysionetMotorImagery,TS+LR,0.9166667,0.3362292
45.0,53,64,1,PhysionetMotorImagery,TS+SVM,0.8833334,0.33140448
45.0,54,64,1,PhysionetMotorImagery,CSP+SVM,0.8933333,0.3469513
45.0,54,64,1,PhysionetMotorImagery,LogVariance+LDA,0.73,0.08631454
45.0,54,64,1,PhysionetMotorImagery,LogVariance+SVM,0.7966666,0.084320806
45.0,54,64,1,PhysionetMotorImagery,MDM,0.7866667,0.3368832
45.0,54,64,1,PhysionetMotorImagery,TRCSP+LDA,0.76666665,0.35502476
45.0,54,64,1,PhysionetMotorImagery,TS+LR,0.8733333,0.352276
45.0,54,64,1,PhysionetMotorImagery,TS+SVM,0.84,0.34886155
45.0,55,64,1,PhysionetMotorImagery,CSP+SVM,1.0,0.34218827
45.0,55,64,1,PhysionetMotorImagery,LogVariance+LDA,0.6466667,0.0876562
45.0,55,64,1,PhysionetMotorImagery,LogVariance+SVM,0.74666667,0.08534705
45.0,55,64,1,PhysionetMotorImagery,MDM,0.84666663,0.34746543
45.0,55,64,1,PhysionetMotorImagery,TRCSP+LDA,0.6466667,0.3472101
45.0,55,64,1,PhysionetMotorImagery,TS+LR,1.0,0.34310964
45.0,55,64,1,PhysionetMotorImagery,TS+SVM,0.98333335,0.33532032
45.0,56,64,1,PhysionetMotorImagery,CSP+SVM,0.99,0.32539237
45.0,56,64,1,PhysionetMotorImagery,LogVariance+LDA,0.84,0.08907631
45.0,56,64,1,PhysionetMotorImagery,LogVariance+SVM,0.90000004,0.082416184
45.0,56,64,1,PhysionetMotorImagery,MDM,0.8866667,0.3253421
45.0,56,64,1,PhysionetMotorImagery,TRCSP+LDA,0.8066667,0.33388257
45.0,56,64,1,PhysionetMotorImagery,TS+LR,0.99,0.33205274
45.0,56,64,1,PhysionetMotorImagery,TS+SVM,0.9766667,0.32200444
45.0,57,64,1,PhysionetMotorImagery,CSP+SVM,0.44,0.37705424
45.0,57,64,1,PhysionetMotorImagery,LogVariance+LDA,0.54,0.08849126
45.0,57,64,1,PhysionetMotorImagery,LogVariance+SVM,0.5566667,0.08753476
45.0,57,64,1,PhysionetMotorImagery,MDM,0.35,0.37999138
45.0,57,64,1,PhysionetMotorImagery,TRCSP+LDA,0.45999998,0.38145497
45.0,57,64,1,PhysionetMotorImagery,TS+LR,0.40666667,0.3797636
45.0,57,64,1,PhysionetMotorImagery,TS+SVM,0.30666664,0.37138906
45.0,58,64,1,PhysionetMotorImagery,CSP+SVM,0.4733333,0.3493717
45.0,58,64,1,PhysionetMotorImagery,LogVariance+LDA,0.5133333,0.08650563
45.0,58,64,1,PhysionetMotorImagery,LogVariance+SVM,0.56333333,0.08467895
45.0,58,64,1,PhysionetMotorImagery,MDM,0.37333333,0.34969088
45.0,58,64,1,PhysionetMotorImagery,TRCSP+LDA,0.6,0.35906422
45.0,58,64,1,PhysionetMotorImagery,TS+LR,0.43999997,0.35707316
45.0,58,64,1,PhysionetMotorImagery,TS+SVM,0.34333333,0.35193515
45.0,59,64,1,PhysionetMotorImagery,CSP+SVM,0.54,0.3529731
45.0,59,64,1,PhysionetMotorImagery,LogVariance+LDA,0.48000002,0.085626185
45.0,59,64,1,PhysionetMotorImagery,LogVariance+SVM,0.41,0.084287465
45.0,59,64,1,PhysionetMotorImagery,MDM,0.35666668,0.3481528
45.0,59,64,1,PhysionetMotorImagery,TRCSP+LDA,0.33333334,0.3557361
45.0,59,64,1,PhysionetMotorImagery,TS+LR,0.5,0.3560678
45.0,59,64,1,PhysionetMotorImagery,TS+SVM,0.40666667,0.34783688
45.0,6,64,1,PhysionetMotorImagery,CSP+SVM,0.63,0.38922554
45.0,6,64,1,PhysionetMotorImagery,LogVariance+LDA,0.54,0.0859471
45.0,6,64,1,PhysionetMotorImagery,LogVariance+SVM,0.62666667,0.08237877
45.0,6,64,1,PhysionetMotorImagery,MDM,0.38333333,0.38131347
45.0,6,64,1,PhysionetMotorImagery,TRCSP+LDA,0.44666666,0.3933376
45.0,6,64,1,PhysionetMotorImagery,TS+LR,0.5833333,0.39007178
45.0,6,64,1,PhysionetMotorImagery,TS+SVM,0.47666666,0.3895856
45.0,60,64,1,PhysionetMotorImagery,CSP+SVM,0.9333333,0.32934114
45.0,60,64,1,PhysionetMotorImagery,LogVariance+LDA,0.70666665,0.086029135
45.0,60,64,1,PhysionetMotorImagery,LogVariance+SVM,0.8,0.08640846
45.0,60,64,1,PhysionetMotorImagery,MDM,0.7833333,0.32358897
45.0,60,64,1,PhysionetMotorImagery,TRCSP+LDA,0.6333333,0.33570492
45.0,60,64,1,PhysionetMotorImagery,TS+LR,0.9166667,0.32839954
45.0,60,64,1,PhysionetMotorImagery,TS+SVM,0.82666665,0.3267871
45.0,61,64,1,PhysionetMotorImagery,CSP+SVM,0.66333336,0.3272575
45.0,61,64,1,PhysionetMotorImagery,LogVariance+LDA,0.5,0.08591113
45.0,61,64,1,PhysionetMotorImagery,LogVariance+SVM,0.49,0.084174134
45.0,61,64,1,PhysionetMotorImagery,MDM,0.49333334,0.3249559
45.0,61,64,1,PhysionetMotorImagery,TRCSP+LDA,0.5133333,0.33115572
45.0,61,64,1,PhysionetMotorImagery,TS+LR,0.65333337,0.3290132
45.0,61,64,1,PhysionetMotorImagery,TS+SVM,0.52666664,0.33023605
45.0,62,64,1,PhysionetMotorImagery,CSP+SVM,0.9766667,0.34809777
45.0,62,64,1,PhysionetMotorImagery,LogVariance+LDA,0.78999996,0.08239792
45.0,62,64,1,PhysionetMotorImagery,LogVariance+SVM,0.91,0.083467424
45.0,62,64,1,PhysionetMotorImagery,MDM,0.82666665,0.3375279
45.0,62,64,1,PhysionetMotorImagery,TRCSP+LDA,0.82,0.3503617
45.0,62,64,1,PhysionetMotorImagery,TS+LR,0.9666667,0.34752074
45.0,62,64,1,PhysionetMotorImagery,TS+SVM,0.87999994,0.34969878
45.0,63,64,1,PhysionetMotorImagery,CSP+SVM,0.4966667,0.3407923
45.0,63,64,1,PhysionetMotorImagery,LogVariance+LDA,0.4533333,0.08378882
45.0,63,64,1,PhysionetMotorImagery,LogVariance+SVM,0.45000002,0.08265246
45.0,63,64,1,PhysionetMotorImagery,MDM,0.33666667,0.3350092
45.0,63,64,1,PhysionetMotorImagery,TRCSP+LDA,0.39333332,0.34835094
45.0,63,64,1,PhysionetMotorImagery,TS+LR,0.45999995,0.34188184
45.0,63,64,1,PhysionetMotorImagery,TS+SVM,0.32333332,0.34376714
45.0,64,64,1,PhysionetMotorImagery,CSP+SVM,0.51666665,0.32739332
45.0,64,64,1,PhysionetMotorImagery,LogVariance+LDA,0.59,0.084914304
45.0,64,64,1,PhysionetMotorImagery,LogVariance+SVM,0.59999996,0.08510294
45.0,64,64,1,PhysionetMotorImagery,MDM,0.4433333,0.32039127
45.0,64,64,1,PhysionetMotorImagery,TRCSP+LDA,0.39999998,0.33068153
45.0,64,64,1,PhysionetMotorImagery,TS+LR,0.51666665,0.32548353
45.0,64,64,1,PhysionetMotorImagery,TS+SVM,0.44000003,0.32432115
45.0,65,64,1,PhysionetMotorImagery,CSP+SVM,0.6333333,0.3189322
45.0,65,64,1,PhysionetMotorImagery,LogVariance+LDA,0.56333333,0.08811291
45.0,65,64,1,PhysionetMotorImagery,LogVariance+SVM,0.70666665,0.0857626
45.0,65,64,1,PhysionetMotorImagery,MDM,0.4766667,0.3200316
45.0,65,64,1,PhysionetMotorImagery,TRCSP+LDA,0.36666667,0.32559115
45.0,65,64,1,PhysionetMotorImagery,TS+LR,0.5933333,0.32151595
45.0,65,64,1,PhysionetMotorImagery,TS+SVM,0.50333333,0.31525984
45.0,66,64,1,PhysionetMotorImagery,CSP+SVM,0.56333333,0.35073653
45.0,66,64,1,PhysionetMotorImagery,LogVariance+LDA,0.54,0.08405018
45.0,66,64,1,PhysionetMotorImagery,LogVariance+SVM,0.53333336,0.08404639
45.0,66,64,1,PhysionetMotorImagery,MDM,0.38,0.3429912
45.0,66,64,1,PhysionetMotorImagery,TRCSP+LDA,0.33666667,0.35588202
45.0,66,64,1,PhysionetMotorImagery,TS+LR,0.5566667,0.3498561
45.0,66,64,1,PhysionetMotorImagery,TS+SVM,0.37,0.34991503
45.0,67,64,1,PhysionetMotorImagery,CSP+SVM,0.5333333,0.4108845
45.0,67,64,1,PhysionetMotorImagery,LogVariance+LDA,0.57666665,0.08781163
45.0,67,64,1,PhysionetMotorImagery,LogVariance+SVM,0.5566667,0.08417428
45.0,67,64,1,PhysionetMotorImagery,MDM,0.47,0.41540405
45.0,67,64,1,PhysionetMotorImagery,TRCSP+LDA,0.4033333,0.4207743
45.0,67,64,1,PhysionetMotorImagery,TS+LR,0.53333336,0.41073528
45.0,67,64,1,PhysionetMotorImagery,TS+SVM,0.40333334,0.40979972
45.0,68,64,1,PhysionetMotorImagery,CSP+SVM,0.6433333,0.31442416
45.0,68,64,1,PhysionetMotorImagery,LogVariance+LDA,0.6066667,0.0883983
45.0,68,64,1,PhysionetMotorImagery,LogVariance+SVM,0.54,0.08725206
45.0,68,64,1,PhysionetMotorImagery,MDM,0.53333336,0.3059412
45.0,68,64,1,PhysionetMotorImagery,TRCSP+LDA,0.41666666,0.31991
45.0,68,64,1,PhysionetMotorImagery,TS+LR,0.62333333,0.3118852
45.0,68,64,1,PhysionetMotorImagery,TS+SVM,0.53000003,0.3162509
45.0,69,64,1,PhysionetMotorImagery,CSP+SVM,0.6,0.3290937
45.0,69,64,1,PhysionetMotorImagery,LogVariance+LDA,0.52,0.08696159
45.0,69,64,1,PhysionetMotorImagery,LogVariance+SVM,0.55333334,0.08552212
45.0,69,64,1,PhysionetMotorImagery,MDM,0.46666667,0.3218841
45.0,69,64,1,PhysionetMotorImagery,TRCSP+LDA,0.43,0.33586934
45.0,69,64,1,PhysionetMotorImagery,TS+LR,0.57666665,0.32983235
45.0,69,64,1,PhysionetMotorImagery,TS+SVM,0.5466667,0.32909438
45.0,7,64,1,PhysionetMotorImagery,CSP+SVM,1.0,0.34234944
45.0,7,64,1,PhysionetMotorImagery,LogVariance+LDA,0.57666665,0.08467245
45.0,7,64,1,PhysionetMotorImagery,LogVariance+SVM,0.71999997,0.08237963
45.0,7,64,1,PhysionetMotorImagery,MDM,0.8833334,0.33564094
45.0,7,64,1,PhysionetMotorImagery,TRCSP+LDA,0.84666663,0.34711567
45.0,7,64,1,PhysionetMotorImagery,TS+LR,1.0,0.34300873
45.0,7,64,1,PhysionetMotorImagery,TS+SVM,0.98333335,0.3438377
45.0,70,64,1,PhysionetMotorImagery,CSP+SVM,0.9766667,0.32425275
45.0,70,64,1,PhysionetMotorImagery,LogVariance+LDA,0.77666664,0.08616195
45.0,70,64,1,PhysionetMotorImagery,LogVariance+SVM,0.7033333,0.08429863
45.0,70,64,1,PhysionetMotorImagery,MDM,0.76,0.34175685
45.0,70,64,1,PhysionetMotorImagery,TRCSP+LDA,0.49666664,0.33169338
45.0,70,64,1,PhysionetMotorImagery,TS+LR,0.95666665,0.32755134
45.0,70,64,1,PhysionetMotorImagery,TS+SVM,0.83,0.3252255
45.0,71,64,1,PhysionetMotorImagery,CSP+SVM,0.82666665,0.35009205
45.0,71,64,1,PhysionetMotorImagery,LogVariance+LDA,0.58,0.08588304
45.0,71,64,1,PhysionetMotorImagery,LogVariance+SVM,0.6066667,0.08491055
45.0,71,64,1,PhysionetMotorImagery,MDM,0.46333334,0.34356368
45.0,71,64,1,PhysionetMotorImagery,TRCSP+LDA,0.66333336,0.35375747
45.0,71,64,1,PhysionetMotorImagery,TS+LR,0.79333335,0.35276315
45.0,71,64,1,PhysionetMotorImagery,TS+SVM,0.49666667,0.34908208
45.0,72,64,1,PhysionetMotorImagery,CSP+SVM,0.96333337,0.33358848
45.0,72,64,1,PhysionetMotorImagery,LogVariance+LDA,0.83,0.08848443
45.0,72,64,1,PhysionetMotorImagery,LogVariance+SVM,0.9166667,0.088292725
45.0,72,64,1,PhysionetMotorImagery,MDM,0.8933334,0.33221677
45.0,72,64,1,PhysionetMotorImagery,TRCSP+LDA,0.90666664,0.33907023
45.0,72,64,1,PhysionetMotorImagery,TS+LR,0.95666665,0.33602062
45.0,72,64,1,PhysionetMotorImagery,TS+SVM,0.9266667,0.33178043
45.0,73,64,1,PhysionetMotorImagery,CSP+SVM,0.6433333,0.34796485
45.0,73,64,1,PhysionetMotorImagery,LogVariance+LDA,0.41,0.08591369
45.0,73,64,1,PhysionetMotorImagery,LogVariance+SVM,0.42333332,0.08524143
45.0,73,64,1,PhysionetMotorImagery,MDM,0.41333333,0.35120225
45.0,73,64,1,PhysionetMotorImagery,TRCSP+LDA,0.3166667,0.35871688
45.0,73,64,1,PhysionetMotorImagery,TS+LR,0.59,0.35111105
45.0,73,64,1,PhysionetMotorImagery,TS+SVM,0.45666668,0.35220265
45.0,74,64,1,PhysionetMotorImagery,CSP+SVM,0.42666665,0.3455829
45.0,74,64,1,PhysionetMotorImagery,LogVariance+LDA,0.28666666,0.0862137
45.0,74,64,1,PhysionetMotorImagery,LogVariance+SVM,0.27333334,0.0840072
45.0,74,64,1,PhysionetMotorImagery,MDM,0.38,0.33186907
45.0,74,64,1,PhysionetMotorImagery,TRCSP+LDA,0.36333334,0.34931138
45.0,74,64,1,PhysionetMotorImagery,TS+LR,0.41666666,0.3446579
45.0,74,64,1,PhysionetMotorImagery,TS+SVM,0.45333335,0.3442522
45.0,75,64,1,PhysionetMotorImagery,CSP+SVM,0.71666664,0.32982177
45.0,75,64,1,PhysionetMotorImagery,LogVariance+LDA,0.61,0.0876204
45.0,75,64,1,PhysionetMotorImagery,LogVariance+SVM,0.67333335,0.08601785
45.0,75,64,1,PhysionetMotorImagery,MDM,0.4,0.32481703
45.0,75,64,1,PhysionetMotorImagery,TRCSP+LDA,0.39999998,0.33476418
45.0,75,64,1,PhysionetMotorImagery,TS+LR,0.65000004,0.3324722
45.0,75,64,1,PhysionetMotorImagery,TS+SVM,0.39333335,0.32694823
45.0,76,64,1,PhysionetMotorImagery,CSP+SVM,0.61,0.34479442
45.0,76,64,1,PhysionetMotorImagery,LogVariance+LDA,0.5933333,0.085221656
45.0,76,64,1,PhysionetMotorImagery,LogVariance+SVM,0.6566667,0.08275839
45.0,76,64,1,PhysionetMotorImagery,MDM,0.33333334,0.33922282
45.0,76,64,1,PhysionetMotorImagery,TRCSP+LDA,0.59,0.34952924
45.0,76,64,1,PhysionetMotorImagery,TS+LR,0.5566667,0.34849343
45.0,76,64,1,PhysionetMotorImagery,TS+SVM,0.55,0.34401163
45.0,77,64,1,PhysionetMotorImagery,CSP+SVM,0.49333334,0.32864374
45.0,77,64,1,PhysionetMotorImagery,LogVariance+LDA,0.5566667,0.085804194
45.0,77,64,1,PhysionetMotorImagery,LogVariance+SVM,0.5833333,0.085234694
45.0,77,64,1,PhysionetMotorImagery,MDM,0.35333332,0.32084152
45.0,77,64,1,PhysionetMotorImagery,TRCSP+LDA,0.39333332,0.33638757
45.0,77,64,1,PhysionetMotorImagery,TS+LR,0.46333334,0.32829592
45.0,77,64,1,PhysionetMotorImagery,TS+SVM,0.37,0.33126608
45.0,78,64,1,PhysionetMotorImagery,CSP+SVM,0.47,0.32929265
45.0,78,64,1,PhysionetMotorImagery,LogVariance+LDA,0.54333335,0.08953351
45.0,78,64,1,PhysionetMotorImagery,LogVariance+SVM,0.5466667,0.08535105
45.0,78,64,1,PhysionetMotorImagery,MDM,0.5733333,0.32157424
45.0,78,64,1,PhysionetMotorImagery,TRCSP+LDA,0.51666665,0.33498144
45.0,78,64,1,PhysionetMotorImagery,TS+LR,0.47,0.3328983
45.0,78,64,1,PhysionetMotorImagery,TS+SVM,0.55,0.33341303
45.0,79,64,1,PhysionetMotorImagery,CSP+SVM,0.5866667,0.5457691
45.0,79,64,1,PhysionetMotorImagery,LogVariance+LDA,0.52,0.08806769
45.0,79,64,1,PhysionetMotorImagery,LogVariance+SVM,0.44666663,0.085145295
45.0,79,64,1,PhysionetMotorImagery,MDM,0.4766667,0.5494695
45.0,79,64,1,PhysionetMotorImagery,TRCSP+LDA,0.59333336,0.55260485
45.0,79,64,1,PhysionetMotorImagery,TS+LR,0.5733333,0.54896784
45.0,79,64,1,PhysionetMotorImagery,TS+SVM,0.45000002,0.5490964
45.0,8,64,1,PhysionetMotorImagery,CSP+SVM,0.48333332,0.33083493
45.0,8,64,1,PhysionetMotorImagery,LogVariance+LDA,0.54333335,0.086136125
45.0,8,64,1,PhysionetMotorImagery,LogVariance+SVM,0.5366667,0.082372
45.0,8,64,1,PhysionetMotorImagery,MDM,0.34666666,0.31781906
45.0,8,64,1,PhysionetMotorImagery,TRCSP+LDA,0.42666665,0.33402294
45.0,8,64,1,PhysionetMotorImagery,TS+LR,0.46333334,0.33441687
45.0,8,64,1,PhysionetMotorImagery,TS+SVM,0.41,0.3241805
45.0,80,64,1,PhysionetMotorImagery,CSP+SVM,0.6166667,0.32457638
45.0,80,64,1,PhysionetMotorImagery,LogVariance+LDA,0.54,0.08665008
45.0,80,64,1,PhysionetMotorImagery,LogVariance+SVM,0.5366667,0.086990386
45.0,80,64,1,PhysionetMotorImagery,MDM,0.58,0.3119903
45.0,80,64,1,PhysionetMotorImagery,TRCSP+LDA,0.60999995,0.3338652
45.0,80,64,1,PhysionetMotorImagery,TS+LR,0.62,0.32746518
45.0,80,64,1,PhysionetMotorImagery,TS+SVM,0.56666666,0.32331708
45.0,81,64,1,PhysionetMotorImagery,CSP+SVM,0.88666666,0.32983786
45.0,81,64,1,PhysionetMotorImagery,LogVariance+LDA,0.48666668,0.08419297
45.0,81,64,1,PhysionetMotorImagery,LogVariance+SVM,0.52,0.082877256
45.0,81,64,1,PhysionetMotorImagery,MDM,0.74333334,0.32051545
45.0,81,64,1,PhysionetMotorImagery,TRCSP+LDA,0.69666666,0.3324063
45.0,81,64,1,PhysionetMotorImagery,TS+LR,0.8566666,0.32798964
45.0,81,64,1,PhysionetMotorImagery,TS+SVM,0.81666666,0.3300316
45.0,82,64,1,PhysionetMotorImagery,CSP+SVM,0.7766667,0.32532695
45.0,82,64,1,PhysionetMotorImagery,LogVariance+LDA,0.72,0.08621036
45.0,82,64,1,PhysionetMotorImagery,LogVariance+SVM,0.6233333,0.084049486
45.0,82,64,1,PhysionetMotorImagery,MDM,0.50666666,0.33195612
45.0,82,64,1,PhysionetMotorImagery,TRCSP+LDA,0.38333333,0.3319334
45.0,82,64,1,PhysionetMotorImagery,TS+LR,0.74333334,0.32501206
45.0,82,64,1,PhysionetMotorImagery,TS+SVM,0.52666664,0.32442984
45.0,83,64,1,PhysionetMotorImagery,CSP+SVM,0.62,0.33286193
45.0,83,64,1,PhysionetMotorImagery,LogVariance+LDA,0.48333335,0.0849363
45.0,83,64,1,PhysionetMotorImagery,LogVariance+SVM,0.41666666,0.0855855
45.0,83,64,1,PhysionetMotorImagery,MDM,0.37333333,0.3427318
45.0,83,64,1,PhysionetMotorImagery,TRCSP+LDA,0.46666664,0.3361419
45.0,83,64,1,PhysionetMotorImagery,TS+LR,0.59,0.33060047
45.0,83,64,1,PhysionetMotorImagery,TS+SVM,0.37666667,0.3304558
45.0,84,64,1,PhysionetMotorImagery,CSP+SVM,0.5266667,0.33044958
45.0,84,64,1,PhysionetMotorImagery,LogVariance+LDA,0.66333336,0.08712119
45.0,84,64,1,PhysionetMotorImagery,LogVariance+SVM,0.62999994,0.08708078
45.0,84,64,1,PhysionetMotorImagery,MDM,0.47,0.32087633
45.0,84,64,1,PhysionetMotorImagery,TRCSP+LDA,0.62666667,0.33550125
45.0,84,64,1,PhysionetMotorImagery,TS+LR,0.5233333,0.33028087
45.0,84,64,1,PhysionetMotorImagery,TS+SVM,0.49666667,0.3279319
45.0,85,64,1,PhysionetMotorImagery,CSP+SVM,0.9166667,0.30976352
45.0,85,64,1,PhysionetMotorImagery,LogVariance+LDA,0.84999996,0.0883702
45.0,85,64,1,PhysionetMotorImagery,LogVariance+SVM,0.8966667,0.087477416
45.0,85,64,1,PhysionetMotorImagery,MDM,0.89000005,0.32733986
45.0,85,64,1,PhysionetMotorImagery,TRCSP+LDA,0.84333336,0.31679493
45.0,85,64,1,PhysionetMotorImagery,TS+LR,0.92333335,0.31118214
45.0,85,64,1,PhysionetMotorImagery,TS+SVM,0.89000005,0.31109408
45.0,86,64,1,PhysionetMotorImagery,CSP+SVM,0.86333334,0.34776428
45.0,86,64,1,PhysionetMotorImagery,LogVariance+LDA,0.55333334,0.08677665
45.0,86,64,1,PhysionetMotorImagery,LogVariance+SVM,0.6433334,0.0853431
45.0,86,64,1,PhysionetMotorImagery,MDM,0.55,0.34617606
45.0,86,64,1,PhysionetMotorImagery,TRCSP+LDA,0.62666667,0.35162187
45.0,86,64,1,PhysionetMotorImagery,TS+LR,0.81333333,0.34915853
45.0,86,64,1,PhysionetMotorImagery,TS+SVM,0.55333334,0.34682438
45.0,87,64,1,PhysionetMotorImagery,CSP+SVM,0.53333336,0.33341327
45.0,87,64,1,PhysionetMotorImagery,LogVariance+LDA,0.58,0.08859796
45.0,87,64,1,PhysionetMotorImagery,LogVariance+SVM,0.5233333,0.08560381
45.0,87,64,1,PhysionetMotorImagery,MDM,0.48666668,0.32697445
45.0,87,64,1,PhysionetMotorImagery,TRCSP+LDA,0.45333332,0.33934188
45.0,87,64,1,PhysionetMotorImagery,TS+LR,0.49666667,0.3350776
