score,time,samples,subject,session,channels,n_sessions,dataset,pipeline
0.7724557,13.365485,6520.0,all_subjects,all_sessions_0,3,5,BNCI2014-004,TS+EL
0.75121146,13.382261,6520.0,all_subjects,all_sessions_1,3,5,BNCI2014-004,TS+EL
0.74589044,13.235422,6520.0,all_subjects,all_sessions_2,3,5,BNCI2014-004,TS+EL
0.76465994,13.239088,6520.0,all_subjects,all_sessions_3,3,5,BNCI2014-004,TS+EL
0.7770287,13.302898,6520.0,all_subjects,all_sessions_4,3,5,BNCI2014-004,TS+EL
0.772531,0.32360196,6520.0,all_subjects,all_sessions_0,3,5,BNCI2014-004,TRCSP+LDA
0.75231475,0.31974196,6520.0,all_subjects,all_sessions_1,3,5,BNCI2014-004,TRCSP+LDA
0.7488991,0.32090592,6520.0,all_subjects,all_sessions_2,3,5,BNCI2014-004,TRCSP+LDA
0.76703346,0.32313895,6520.0,all_subjects,all_sessions_3,3,5,BNCI2014-004,TRCSP+LDA
0.77255917,0.32098055,6520.0,all_subjects,all_sessions_4,3,5,BNCI2014-004,TRCSP+LDA
0.7675463,5.337801,6520.0,all_subjects,all_sessions_0,3,5,BNCI2014-004,LogVariance+SVM
0.7418914,4.2293653,6520.0,all_subjects,all_sessions_1,3,5,BNCI2014-004,LogVariance+SVM
0.7429876,4.169984,6520.0,all_subjects,all_sessions_2,3,5,BNCI2014-004,LogVariance+SVM
0.75223947,5.6459093,6520.0,all_subjects,all_sessions_3,3,5,BNCI2014-004,LogVariance+SVM
0.7649305,4.0322857,6520.0,all_subjects,all_sessions_4,3,5,BNCI2014-004,LogVariance+SVM
0.7985834,15.969724,6520.0,all_subjects,all_sessions_0,3,5,BNCI2014-004,TS+SVM
0.78340125,15.795914,6520.0,all_subjects,all_sessions_1,3,5,BNCI2014-004,TS+SVM
0.7860782,15.671278,6520.0,all_subjects,all_sessions_2,3,5,BNCI2014-004,TS+SVM
0.78629935,15.83456,6520.0,all_subjects,all_sessions_3,3,5,BNCI2014-004,TS+SVM
0.80492306,15.604227,6520.0,all_subjects,all_sessions_4,3,5,BNCI2014-004,TS+SVM
0.78512317,89.47492,6520.0,all_subjects,all_sessions_0,3,5,BNCI2014-004,CSP+SVM
0.7696211,88.967354,6520.0,all_subjects,all_sessions_1,3,5,BNCI2014-004,CSP+SVM
