score,time,samples,subject,session,channels,n_sessions,dataset,pipeline
0.8964954,46.797016,2592.0,all_subjects,all_sessions_0,22,2,BNCI2014-001,Keras_EEGNet_8_2
0.8776804,49.962914,2592.0,all_subjects,all_sessions_1,22,2,BNCI2014-001,Keras_EEGNet_8_2
0.8890297,54.60603,2592.0,all_subjects,all_sessions_2,22,2,BNCI2014-001,Keras_EEGNet_8_2
0.89997166,45.032265,2592.0,all_subjects,all_sessions_3,22,2,BNCI2014-001,Keras_EEGNet_8_2
0.899599,61.509308,2592.0,all_subjects,all_sessions_4,22,2,BNCI2014-001,Keras_EEGNet_8_2
0.8796703,108.86764,2592.0,all_subjects,all_sessions_0,22,2,BNCI2014-001,Keras_EEGITNet
0.87038904,105.71642,2592.0,all_subjects,all_sessions_1,22,2,BNCI2014-001,Keras_EEGITNet
0.8772082,106.24968,2592.0,all_subjects,all_sessions_2,22,2,BNCI2014-001,Keras_EEGITNet
0.8918621,103.9552,2592.0,all_subjects,all_sessions_3,22,2,BNCI2014-001,Keras_EEGITNet
0.9031768,106.13373,2592.0,all_subjects,all_sessions_4,22,2,BNCI2014-001,Keras_EEGITNet
0.8500965,116.17529,2592.0,all_subjects,all_sessions_0,22,2,BNCI2014-001,Keras_EEGNeX
0.8182358,119.1531,2592.0,all_subjects,all_sessions_1,22,2,BNCI2014-001,Keras_EEGNeX
0.84293616,112.71329,2592.0,all_subjects,all_sessions_2,22,2,BNCI2014-001,Keras_EEGNeX
0.82331806,120.4023,2592.0,all_subjects,all_sessions_3,22,2,BNCI2014-001,Keras_EEGNeX
0.8451275,117.89188,2592.0,all_subjects,all_sessions_4,22,2,BNCI2014-001,Keras_EEGNeX
0.9011732,100.47268,2592.0,all_subjects,all_sessions_0,22,2,BNCI2014-001,Keras_EEGTCNet
0.8979507,113.61228,2592.0,all_subjects,all_sessions_1,22,2,BNCI2014-001,Keras_EEGTCNet
0.9014177,118.26932,2592.0,all_subjects,all_sessions_2,22,2,BNCI2014-001,Keras_EEGTCNet
0.90432465,106.59525,2592.0,all_subjects,all_sessions_3,22,2,BNCI2014-001,Keras_EEGTCNet
0.8952162,75.79473,2592.0,all_subjects,all_sessions_4,22,2,BNCI2014-001,Keras_EEGTCNet
