score,time,samples,subject,session,channels,n_sessions,dataset,pipeline
0.8775,6.6547165,600.0,1,0train,3,5,BNCI2014-004,TS+EL
0.7416667,6.642397,600.0,1,1train,3,5,BNCI2014-004,TS+EL
0.88328123,6.228199,560.0,1,2train,3,5,BNCI2014-004,TS+EL
0.9246875,6.228753,560.0,1,3test,3,5,BNCI2014-004,TS+EL
0.79796875,6.2496576,560.0,1,4test,3,5,BNCI2014-004,TS+EL
0.7391667,6.22009,560.0,2,0train,3,5,BNCI2014-004,TS+EL
0.6522222,6.2486334,560.0,2,1train,3,5,BNCI2014-004,TS+EL
0.62,5.8010225,520.0,2,2train,3,5,BNCI2014-004,TS+EL
0.57805556,6.243864,560.0,2,3test,3,5,BNCI2014-004,TS+EL
0.61015624,5.7927275,520.0,2,4test,3,5,BNCI2014-004,TS+EL
0.6072222,6.690283,600.0,3,0train,3,5,BNCI2014-004,TS+EL
0.63555557,6.6749954,600.0,3,1train,3,5,BNCI2014-004,TS+EL
0.525625,6.27933,560.0,3,2train,3,5,BNCI2014-004,TS+EL
0.5909375,6.2535605,560.0,3,3test,3,5,BNCI2014-004,TS+EL
0.5734375,6.2653546,560.0,3,4test,3,5,BNCI2014-004,TS+EL
0.9597222,6.8714113,620.0,4,0train,3,5,BNCI2014-004,TS+EL
0.9473469,6.698208,600.0,4,1train,3,5,BNCI2014-004,TS+EL
0.99828124,6.47513,580.0,4,2train,3,5,BNCI2014-004,TS+EL
0.99890625,6.475706,580.0,4,3test,3,5,BNCI2014-004,TS+EL
0.98359376,6.4905005,580.0,4,4test,3,5,BNCI2014-004,TS+EL
0.6786111,6.872246,620.0,5,0train,3,5,BNCI2014-004,TS+EL
0.78775513,6.674732,600.0,5,1train,3,5,BNCI2014-004,TS+EL
0.9664062,6.464925,580.0,5,2train,3,5,BNCI2014-004,TS+EL
0.93078125,6.4677935,580.0,5,3test,3,5,BNCI2014-004,TS+EL
0.8467187,6.4476023,580.0,5,4test,3,5,BNCI2014-004,TS+EL
0.87777776,6.6781783,600.0,6,0train,3,5,BNCI2014-004,TS+EL
0.8297222,6.6773868,600.0,6,1train,3,5,BNCI2014-004,TS+EL
0.87875,6.2444067,560.0,6,2train,3,5,BNCI2014-004,TS+EL
0.940625,6.2490044,560.0,6,3test,3,5,BNCI2014-004,TS+EL
0.94453126,6.2437468,560.0,6,4test,3,5,BNCI2014-004,TS+EL
0.70944446,6.656851,600.0,7,0train,3,5,BNCI2014-004,TS+EL
0.655,6.6562157,600.0,7,1train,3,5,BNCI2014-004,TS+EL
0.929375,6.242275,560.0,7,2train,3,5,BNCI2014-004,TS+EL
0.80375,6.2286377,560.0,7,3test,3,5,BNCI2014-004,TS+EL
0.83453125,6.27246,560.0,7,4test,3,5,BNCI2014-004,TS+EL
0.64,6.6799912,600.0,8,0train,3,5,BNCI2014-004,TS+EL
0.72055554,7.098984,640.0,8,1train,3,5,BNCI2014-004,TS+EL
0.93375,6.657463,600.0,8,2train,3,5,BNCI2014-004,TS+EL
0.9270313,6.717539,600.0,8,3test,3,5,BNCI2014-004,TS+EL
0.9639062,6.6969504,600.0,8,4test,3,5,BNCI2014-004,TS+EL
0.76805556,6.642406,600.0,9,0train,3,5,BNCI2014-004,TS+EL
0.6983333,6.679533,600.0,9,1train,3,5,BNCI2014-004,TS+EL
0.910625,6.255149,560.0,9,2train,3,5,BNCI2014-004,TS+EL
0.9298437,6.2456656,560.0,9,3test,3,5,BNCI2014-004,TS+EL
0.9220312,6.257084,560.0,9,4test,3,5,BNCI2014-004,TS+EL
0.87472224,0.05078292,600.0,1,0train,3,5,BNCI2014-004,TRCSP+LDA
0.7511111,0.05106616,600.0,1,1train,3,5,BNCI2014-004,TRCSP+LDA
0.8678125,0.051728725,560.0,1,2train,3,5,BNCI2014-004,TRCSP+LDA
0.9039062,0.051384687,560.0,1,3test,3,5,BNCI2014-004,TRCSP+LDA
0.80578125,0.05095315,560.0,1,4test,3,5,BNCI2014-004,TRCSP+LDA
0.7227778,0.05146551,560.0,2,0train,3,5,BNCI2014-004,TRCSP+LDA
0.6508333,0.04925561,560.0,2,1train,3,5,BNCI2014-004,TRCSP+LDA
0.64734375,0.048959732,520.0,2,2train,3,5,BNCI2014-004,TRCSP+LDA
0.58166665,0.04963255,560.0,2,3test,3,5,BNCI2014-004,TRCSP+LDA
0.6115625,0.049720287,520.0,2,4test,3,5,BNCI2014-004,TRCSP+LDA
0.5947222,0.050558805,600.0,3,0train,3,5,BNCI2014-004,TRCSP+LDA
0.62472224,0.050952673,600.0,3,1train,3,5,BNCI2014-004,TRCSP+LDA
0.518125,0.050997734,560.0,3,2train,3,5,BNCI2014-004,TRCSP+LDA
0.57984376,0.051247597,560.0,3,3test,3,5,BNCI2014-004,TRCSP+LDA
0.5859375,0.050534725,560.0,3,4test,3,5,BNCI2014-004,TRCSP+LDA
0.965,0.052064896,620.0,4,0train,3,5,BNCI2014-004,TRCSP+LDA
0.9553061,0.05188608,600.0,4,1train,3,5,BNCI2014-004,TRCSP+LDA
0.9970313,0.051683187,580.0,4,2train,3,5,BNCI2014-004,TRCSP+LDA
0.99921876,0.052638054,580.0,4,3test,3,5,BNCI2014-004,TRCSP+LDA
0.98046875,0.052134275,580.0,4,4test,3,5,BNCI2014-004,TRCSP+LDA
0.6825,0.052085638,620.0,5,0train,3,5,BNCI2014-004,TRCSP+LDA
0.7697959,0.0520494,600.0,5,1train,3,5,BNCI2014-004,TRCSP+LDA
0.9582813,0.052344322,580.0,5,2train,3,5,BNCI2014-004,TRCSP+LDA
0.94640625,0.05292821,580.0,5,3test,3,5,BNCI2014-004,TRCSP+LDA
0.82859373,0.05320525,580.0,5,4test,3,5,BNCI2014-004,TRCSP+LDA
0.8788889,0.050499916,600.0,6,0train,3,5,BNCI2014-004,TRCSP+LDA
0.8475,0.05175829,600.0,6,1train,3,5,BNCI2014-004,TRCSP+LDA
0.8748438,0.05087495,560.0,6,2train,3,5,BNCI2014-004,TRCSP+LDA
0.9404687,0.0515213,560.0,6,3test,3,5,BNCI2014-004,TRCSP+LDA
0.9415625,0.050992966,560.0,6,4test,3,5,BNCI2014-004,TRCSP+LDA
0.67055553,0.05058217,600.0,7,0train,3,5,BNCI2014-004,TRCSP+LDA
0.6230556,0.050166607,600.0,7,1train,3,5,BNCI2014-004,TRCSP+LDA
0.92859375,0.050315857,560.0,7,2train,3,5,BNCI2014-004,TRCSP+LDA
0.80359375,0.04991746,560.0,7,3test,3,5,BNCI2014-004,TRCSP+LDA
0.8240625,0.049815655,560.0,7,4test,3,5,BNCI2014-004,TRCSP+LDA
0.639375,0.053827524,600.0,8,0train,3,5,BNCI2014-004,TRCSP+LDA
0.7291667,0.0538702,640.0,8,1train,3,5,BNCI2014-004,TRCSP+LDA
0.928125,0.053303003,600.0,8,2train,3,5,BNCI2014-004,TRCSP+LDA
0.9284375,0.056176424,600.0,8,3test,3,5,BNCI2014-004,TRCSP+LDA
0.9657813,0.052925825,600.0,8,4test,3,5,BNCI2014-004,TRCSP+LDA
0.7463889,0.052760124,600.0,9,0train,3,5,BNCI2014-004,TRCSP+LDA
0.7033333,0.0530324,600.0,9,1train,3,5,BNCI2014-004,TRCSP+LDA
0.9139063,0.052955866,560.0,9,2train,3,5,BNCI2014-004,TRCSP+LDA
0.911875,0.052564144,560.0,9,3test,3,5,BNCI2014-004,TRCSP+LDA
0.903125,0.052977324,560.0,9,4test,3,5,BNCI2014-004,TRCSP+LDA
0.7980555,0.6419909,600.0,1,0train,3,5,BNCI2014-004,LogVariance+SVM
0.7172222,0.62039804,600.0,1,1train,3,5,BNCI2014-004,LogVariance+SVM
0.8570312,0.5828223,560.0,1,2train,3,5,BNCI2014-004,LogVariance+SVM
0.8846875,0.58309674,560.0,1,3test,3,5,BNCI2014-004,LogVariance+SVM
0.824375,0.595485,560.0,1,4test,3,5,BNCI2014-004,LogVariance+SVM
0.7461111,0.5808792,560.0,2,0train,3,5,BNCI2014-004,LogVariance+SVM
0.68,0.5764048,560.0,2,1train,3,5,BNCI2014-004,LogVariance+SVM
0.62859374,0.54623675,520.0,2,2train,3,5,BNCI2014-004,LogVariance+SVM
0.6125,0.57056785,560.0,2,3test,3,5,BNCI2014-004,LogVariance+SVM
0.6259375,0.53540945,520.0,2,4test,3,5,BNCI2014-004,LogVariance+SVM
0.64305556,0.72736764,600.0,3,0train,3,5,BNCI2014-004,LogVariance+SVM
0.6136111,0.7305145,600.0,3,1train,3,5,BNCI2014-004,LogVariance+SVM
0.53203124,0.6521418,560.0,3,2train,3,5,BNCI2014-004,LogVariance+SVM
0.57,0.6515043,560.0,3,3test,3,5,BNCI2014-004,LogVariance+SVM
0.5882813,0.68228364,560.0,3,4test,3,5,BNCI2014-004,LogVariance+SVM
0.9677778,0.53606033,620.0,4,0train,3,5,BNCI2014-004,LogVariance+SVM
0.94693875,0.5165522,600.0,4,1train,3,5,BNCI2014-004,LogVariance+SVM
0.998125,0.518996,580.0,4,2train,3,5,BNCI2014-004,LogVariance+SVM
0.9973438,0.50886464,580.0,4,3test,3,5,BNCI2014-004,LogVariance+SVM
0.9821875,0.49992895,580.0,4,4test,3,5,BNCI2014-004,LogVariance+SVM
0.64305556,0.6723623,620.0,5,0train,3,5,BNCI2014-004,LogVariance+SVM
0.76632655,0.6633494,600.0,5,1train,3,5,BNCI2014-004,LogVariance+SVM
0.93359375,0.6636133,580.0,5,2train,3,5,BNCI2014-004,LogVariance+SVM
0.915,0.6422396,580.0,5,3test,3,5,BNCI2014-004,LogVariance+SVM
0.7534375,0.6619351,580.0,5,4test,3,5,BNCI2014-004,LogVariance+SVM
0.8691667,0.62638736,600.0,6,0train,3,5,BNCI2014-004,LogVariance+SVM
0.82222223,0.62987185,600.0,6,1train,3,5,BNCI2014-004,LogVariance+SVM
0.88609374,0.5893843,560.0,6,2train,3,5,BNCI2014-004,LogVariance+SVM
0.940625,0.59423447,560.0,6,3test,3,5,BNCI2014-004,LogVariance+SVM
0.951875,0.6188221,560.0,6,4test,3,5,BNCI2014-004,LogVariance+SVM
0.6602778,0.6611664,600.0,7,0train,3,5,BNCI2014-004,LogVariance+SVM
0.61138886,0.66623855,600.0,7,1train,3,5,BNCI2014-004,LogVariance+SVM
0.9,0.63380384,560.0,7,2train,3,5,BNCI2014-004,LogVariance+SVM
0.7534375,0.6273546,560.0,7,3test,3,5,BNCI2014-004,LogVariance+SVM
0.7534375,0.5676067,560.0,7,4test,3,5,BNCI2014-004,LogVariance+SVM
0.63359374,0.5682647,600.0,8,0train,3,5,BNCI2014-004,LogVariance+SVM
0.6988889,0.61564565,640.0,8,1train,3,5,BNCI2014-004,LogVariance+SVM
0.9209375,0.6094661,600.0,8,2train,3,5,BNCI2014-004,LogVariance+SVM
0.92546874,0.65216327,600.0,8,3test,3,5,BNCI2014-004,LogVariance+SVM
0.96125,0.6672976,600.0,8,4test,3,5,BNCI2014-004,LogVariance+SVM
0.7322222,0.69814396,600.0,9,0train,3,5,BNCI2014-004,LogVariance+SVM
0.64,0.64507675,600.0,9,1train,3,5,BNCI2014-004,LogVariance+SVM
0.90171874,0.62260985,560.0,9,2train,3,5,BNCI2014-004,LogVariance+SVM
0.9326562,0.6155853,560.0,9,3test,3,5,BNCI2014-004,LogVariance+SVM
0.8851563,0.627167,560.0,9,4test,3,5,BNCI2014-004,LogVariance+SVM
0.8425,8.025486,600.0,1,0train,3,5,BNCI2014-004,TS+SVM
0.7455556,8.052804,600.0,1,1train,3,5,BNCI2014-004,TS+SVM
0.8428125,7.5222855,560.0,1,2train,3,5,BNCI2014-004,TS+SVM
0.87640625,7.533347,560.0,1,3test,3,5,BNCI2014-004,TS+SVM
0.80109376,7.5235567,560.0,1,4test,3,5,BNCI2014-004,TS+SVM
0.74444443,7.525527,560.0,2,0train,3,5,BNCI2014-004,TS+SVM
0.65555555,7.5442095,560.0,2,1train,3,5,BNCI2014-004,TS+SVM
0.62578124,7.033127,520.0,2,2train,3,5,BNCI2014-004,TS+SVM
0.5711111,7.5525265,560.0,2,3test,3,5,BNCI2014-004,TS+SVM
0.61125,7.0310535,520.0,2,4test,3,5,BNCI2014-004,TS+SVM
0.60583335,8.066602,600.0,3,0train,3,5,BNCI2014-004,TS+SVM
0.61138886,8.100052,600.0,3,1train,3,5,BNCI2014-004,TS+SVM
0.524375,7.619952,560.0,3,2train,3,5,BNCI2014-004,TS+SVM
0.59015626,7.597453,560.0,3,3test,3,5,BNCI2014-004,TS+SVM
0.58453125,7.589447,560.0,3,4test,3,5,BNCI2014-004,TS+SVM
0.94666666,8.291168,620.0,4,0train,3,5,BNCI2014-004,TS+SVM
0.9365306,8.033692,600.0,4,1train,3,5,BNCI2014-004,TS+SVM
0.998125,7.769006,580.0,4,2train,3,5,BNCI2014-004,TS+SVM
0.99890625,7.7777147,580.0,4,3test,3,5,BNCI2014-004,TS+SVM
0.9834375,7.7426863,580.0,4,4test,3,5,BNCI2014-004,TS+SVM
0.6786111,8.304786,620.0,5,0train,3,5,BNCI2014-004,TS+SVM
0.7814286,8.04778,600.0,5,1train,3,5,BNCI2014-004,TS+SVM
0.9665625,7.7953234,580.0,5,2train,3,5,BNCI2014-004,TS+SVM
0.939375,7.7890053,580.0,5,3test,3,5,BNCI2014-004,TS+SVM
0.81203127,7.776185,580.0,5,4test,3,5,BNCI2014-004,TS+SVM
0.87722224,8.016659,600.0,6,0train,3,5,BNCI2014-004,TS+SVM
0.82944447,8.007568,600.0,6,1train,3,5,BNCI2014-004,TS+SVM
0.88234377,7.5175667,560.0,6,2train,3,5,BNCI2014-004,TS+SVM
0.94078124,7.5238357,560.0,6,3test,3,5,BNCI2014-004,TS+SVM
0.94640625,7.5038548,560.0,6,4test,3,5,BNCI2014-004,TS+SVM
0.7108333,8.035269,600.0,7,0train,3,5,BNCI2014-004,TS+SVM
0.6602778,8.033151,600.0,7,1train,3,5,BNCI2014-004,TS+SVM
0.9284375,7.536723,560.0,7,2train,3,5,BNCI2014-004,TS+SVM
0.79859376,7.5420423,560.0,7,3test,3,5,BNCI2014-004,TS+SVM
0.83171874,7.533389,560.0,7,4test,3,5,BNCI2014-004,TS+SVM
0.6475,8.028976,600.0,8,0train,3,5,BNCI2014-004,TS+SVM
0.73333335,8.545377,640.0,8,1train,3,5,BNCI2014-004,TS+SVM
0.913125,8.086945,600.0,8,2train,3,5,BNCI2014-004,TS+SVM
0.92140627,8.096141,600.0,8,3test,3,5,BNCI2014-004,TS+SVM
0.951875,8.076153,600.0,8,4test,3,5,BNCI2014-004,TS+SVM
0.67527777,8.024113,600.0,9,0train,3,5,BNCI2014-004,TS+SVM
