samples,subject,channels,n_sessions,dataset,pipeline,score,time
2304.0,5,22,2,BNCI2014-001,DLCSPauto+shLDA,0.57532793,1.0429611
2304.0,5,22,2,BNCI2014-001,FgMDM,0.6261574,2.4851909
2304.0,5,22,2,BNCI2014-001,LogVariance+LDA,0.5300926,0.15098715
2304.0,5,22,2,BNCI2014-001,LogVariance+SVM,0.5310571,12.370444
2304.0,5,22,2,BNCI2014-001,MDM,0.6536459,1.9726679
2304.0,5,22,2,BNCI2014-001,TRCSP+LDA,0.5850694,0.2611928
2304.0,5,22,2,BNCI2014-001,TS+EL,0.62422836,48.893253
2304.0,5,22,2,BNCI2014-001,TS+LR,0.6247107,2.1449142
2304.0,5,22,2,BNCI2014-001,TS+SVM,0.58121145,53.62284
2304.0,6,22,2,BNCI2014-001,CSP+LDA,0.6691744,1.0414026
2304.0,6,22,2,BNCI2014-001,CSP+SVM,0.64602625,227.38211
2304.0,6,22,2,BNCI2014-001,DLCSPauto+shLDA,0.66811347,1.0449677
2304.0,6,22,2,BNCI2014-001,FgMDM,0.6595293,2.4764242
2304.0,6,22,2,BNCI2014-001,LogVariance+LDA,0.6971451,0.15138555
2304.0,6,22,2,BNCI2014-001,LogVariance+SVM,0.6971451,12.850695
2304.0,6,22,2,BNCI2014-001,MDM,0.7120949,2.0106165
2304.0,6,22,2,BNCI2014-001,TRCSP+LDA,0.63638115,0.25937176
2304.0,6,22,2,BNCI2014-001,TS+EL,0.71219134,49.736782
2304.0,6,22,2,BNCI2014-001,TS+LR,0.7107446,2.149899
2304.0,6,22,2,BNCI2014-001,TS+SVM,0.6883681,53.97435
2304.0,7,22,2,BNCI2014-001,CSP+LDA,0.6457369,1.042711
2304.0,7,22,2,BNCI2014-001,CSP+SVM,0.67631173,227.67133
2304.0,7,22,2,BNCI2014-001,DLCSPauto+shLDA,0.6468943,1.0474675
2304.0,7,22,2,BNCI2014-001,FgMDM,0.6525849,2.4644737
2304.0,7,22,2,BNCI2014-001,LogVariance+LDA,0.6036844,0.15030408
2304.0,7,22,2,BNCI2014-001,LogVariance+SVM,0.6004051,12.763014
2304.0,7,22,2,BNCI2014-001,MDM,0.74691355,2.015865
2304.0,7,22,2,BNCI2014-001,TRCSP+LDA,0.6282793,0.25900888
2304.0,7,22,2,BNCI2014-001,TS+EL,0.69347996,48.749306
2304.0,7,22,2,BNCI2014-001,TS+LR,0.6950232,2.1503139
2304.0,7,22,2,BNCI2014-001,TS+SVM,0.68557096,53.67735
2304.0,8,22,2,BNCI2014-001,CSP+LDA,0.9848572,1.0465724
2304.0,8,22,2,BNCI2014-001,CSP+SVM,0.97463346,228.24416
2304.0,8,22,2,BNCI2014-001,DLCSPauto+shLDA,0.9851466,1.0522444
2304.0,8,22,2,BNCI2014-001,FgMDM,0.95611495,2.4737623
2304.0,8,22,2,BNCI2014-001,LogVariance+LDA,0.8781829,0.15408158
2304.0,8,22,2,BNCI2014-001,LogVariance+SVM,0.87692904,11.799046
2304.0,8,22,2,BNCI2014-001,MDM,0.9241898,2.0093439
2304.0,8,22,2,BNCI2014-001,TRCSP+LDA,0.956115,0.2577591
2304.0,8,22,2,BNCI2014-001,TS+EL,0.9667245,48.95893
2304.0,8,22,2,BNCI2014-001,TS+LR,0.9660494,2.1523232
2304.0,8,22,2,BNCI2014-001,TS+SVM,0.96875,54.074913
2304.0,9,22,2,BNCI2014-001,CSP+LDA,0.7350502,1.047303
2304.0,9,22,2,BNCI2014-001,CSP+SVM,0.77845293,226.39896
2304.0,9,22,2,BNCI2014-001,DLCSPauto+shLDA,0.7345679,1.0464568
2304.0,9,22,2,BNCI2014-001,FgMDM,0.7674576,2.3864713
2304.0,9,22,2,BNCI2014-001,LogVariance+LDA,0.71797836,0.15047741
2304.0,9,22,2,BNCI2014-001,LogVariance+SVM,0.71537423,12.307911
2304.0,9,22,2,BNCI2014-001,MDM,0.8494406,1.9267509
2304.0,9,22,2,BNCI2014-001,TRCSP+LDA,0.7348572,0.25958705
2304.0,9,22,2,BNCI2014-001,TS+EL,0.7599344,46.70093
2304.0,9,22,2,BNCI2014-001,TS+LR,0.75771606,2.0445778
2304.0,9,22,2,BNCI2014-001,TS+SVM,0.68557096,52.83011
