samples,subject,channels,n_sessions,dataset,pipeline,score,time
2304.0,1,22,2,BNCI2014-001,CSP+LDA,0.91531634,1.0498245
2304.0,1,22,2,BNCI2014-001,CSP+SVM,0.90692514,228.35844
2304.0,1,22,2,BNCI2014-001,DLCSPauto+shLDA,0.9165702,1.0564456
2304.0,1,22,2,BNCI2014-001,FgMDM,0.90345293,2.4639437
2304.0,1,22,2,BNCI2014-001,LogVariance+LDA,0.76003087,0.15175915
2304.0,1,22,2,BNCI2014-001,LogVariance+SVM,0.75588346,13.320627
2304.0,1,22,2,BNCI2014-001,MDM,0.7934028,2.0070028
2304.0,1,22,2,BNCI2014-001,TRCSP+LDA,0.876929,0.25996566
2304.0,1,22,2,BNCI2014-001,TS+EL,0.9117477,48.597145
2304.0,1,22,2,BNCI2014-001,TS+LR,0.91136193,2.1451406
2304.0,1,22,2,BNCI2014-001,TS+SVM,0.93277395,53.97531
2304.0,2,22,2,BNCI2014-001,CSP+LDA,0.5838156,1.0400939
2304.0,2,22,2,BNCI2014-001,CSP+SVM,0.57388115,227.49977
2304.0,2,22,2,BNCI2014-001,DLCSPauto+shLDA,0.58314043,1.0398757
2304.0,2,22,2,BNCI2014-001,FgMDM,0.54735726,2.473902
2304.0,2,22,2,BNCI2014-001,LogVariance+LDA,0.4685571,0.14994955
2304.0,2,22,2,BNCI2014-001,LogVariance+SVM,0.46875,12.884553
2304.0,2,22,2,BNCI2014-001,MDM,0.5078125,2.0351558
2304.0,2,22,2,BNCI2014-001,TRCSP+LDA,0.57079476,0.25778747
2304.0,2,22,2,BNCI2014-001,TS+EL,0.53549385,48.68768
2304.0,2,22,2,BNCI2014-001,TS+LR,0.53520447,2.1657033
2304.0,2,22,2,BNCI2014-001,TS+SVM,0.55304784,53.715363
2304.0,3,22,2,BNCI2014-001,CSP+LDA,0.9836998,1.043036
2304.0,3,22,2,BNCI2014-001,CSP+SVM,0.9519676,228.07727
2304.0,3,22,2,BNCI2014-001,DLCSPauto+shLDA,0.9837963,1.0488675
2304.0,3,22,2,BNCI2014-001,FgMDM,0.96277004,2.4699652
2304.0,3,22,2,BNCI2014-001,LogVariance+LDA,0.93528163,0.15209484
2304.0,3,22,2,BNCI2014-001,LogVariance+SVM,0.93528163,14.269701
2304.0,3,22,2,BNCI2014-001,MDM,0.8776041,2.0154533
2304.0,3,22,2,BNCI2014-001,TRCSP+LDA,0.90181327,0.25892448
2304.0,3,22,2,BNCI2014-001,TS+EL,0.98331404,48.35257
2304.0,3,22,2,BNCI2014-001,TS+LR,0.98138505,2.1501815
2304.0,3,22,2,BNCI2014-001,TS+SVM,0.99228394,54.114433
2304.0,4,22,2,BNCI2014-001,CSP+LDA,0.76118827,1.0445588
2304.0,4,22,2,BNCI2014-001,CSP+SVM,0.7962963,227.54494
2304.0,4,22,2,BNCI2014-001,DLCSPauto+shLDA,0.7621528,1.044133
2304.0,4,22,2,BNCI2014-001,FgMDM,0.7771026,2.4844658
2304.0,4,22,2,BNCI2014-001,LogVariance+LDA,0.68875384,0.14951515
2304.0,4,22,2,BNCI2014-001,LogVariance+SVM,0.6833526,14.560259
2304.0,4,22,2,BNCI2014-001,MDM,0.7704475,2.0197737
2304.0,4,22,2,BNCI2014-001,TRCSP+LDA,0.7454668,0.26151276
2304.0,4,22,2,BNCI2014-001,TS+EL,0.80825615,48.272778
2304.0,4,22,2,BNCI2014-001,TS+LR,0.8065201,2.1411493
2304.0,4,22,2,BNCI2014-001,TS+SVM,0.7837577,53.77051
2304.0,5,22,2,BNCI2014-001,CSP+LDA,0.57513505,1.0432315
2304.0,5,22,2,BNCI2014-001,CSP+SVM,0.5306713,227.39359
